year,iso_code,country,chamber,status,percentage_of_women,date_from,date_to,notes,structure,chamber_type
1995,BR,Brazil,Federal Senate,NA,7.4,1994-01-01,2002-09-30,NA,Bicameral,Upper chamber
1995,BI,Burundi,Senate,NA,0,1965-01-01,2005-06-30,NA,Bicameral,Upper chamber
1995,KH,Cambodia,Senate,NA,0,1972-01-01,1998-12-31,NA,Bicameral,Upper chamber
1995,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,CA,Canada,Senate,NA,18.3,1994-01-01,1996-12-31,NA,Bicameral,Upper chamber
1995,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1995,CL,Chile,Senate,NA,6.5,1993-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,CO,Colombia,Senate,NA,6.9,1994-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,CG,Congo,Senate,NA,1.7,1993-08-01,2002-04-30,NA,Bicameral,Upper chamber
1995,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,CZ,Czechia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,CD,Democratic Republic of the Congo,Senate,NA,0,1960-01-01,1996-12-31,NA,Bicameral,Upper chamber
1995,DO,Dominican Republic,Senate,NA,3.3,1994-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1995,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,SZ,Eswatini,Senate,NA,20,1993-09-01,1998-09-30,NA,Bicameral,Upper chamber
1995,ET,Ethiopia,House of the Federation,NA,6.5,1995-06-01,2000-04-30,NA,Bicameral,Upper chamber
1995,FR,France,Senate,NA,5.6,1995-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,GA,Gabon,Transitional Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,DE,Germany,Federal Council,NA,19.1,1994-01-01,1996-12-31,NA,Bicameral,Upper chamber
1995,GD,Grenada,Senate,NA,15.4,1990-01-01,1998-12-31,NA,Bicameral,Upper chamber
1995,HT,Haiti,Senate,NA,0,1990-01-01,2000-04-30,NA,Bicameral,Upper chamber
1995,IN,India,Council of States,NA,8.2,1994-01-01,1995-12-31,NA,Bicameral,Upper chamber
1995,IE,Ireland,Senate,NA,13.3,1993-02-01,1997-07-31,NA,Bicameral,Upper chamber
1995,IT,Italy,Senate,NA,8.9,1994-01-01,1995-12-31,NA,Bicameral,Upper chamber
1995,JM,Jamaica,Senate,NA,14.3,1993-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,JP,Japan,House of Councillors,NA,13.9,1995-01-01,1995-12-31,NA,Bicameral,Upper chamber
1995,JO,Jordan,Senate,NA,5,1993-01-01,1997-10-31,NA,Bicameral,Upper chamber
1995,KZ,Kazakhstan,Senate,NA,10,1995-12-01,1996-12-31,NA,Bicameral,Upper chamber
1995,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,LS,Lesotho,Senate,NA,24.2,1993-03-01,1998-04-30,NA,Bicameral,Upper chamber
1995,LR,Liberia,The Liberian Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,MG,Madagascar,Senate,NA,7.8,1970-09-01,2001-02-28,NA,Bicameral,Upper chamber
1995,MY,Malaysia,Senate,NA,23.1,1995-06-01,1996-12-31,NA,Bicameral,Upper chamber
1995,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1995,MX,Mexico,Senate,NA,12.5,1994-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,MA,Morocco,House of Councillors,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,NA,Namibia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,NP,Nepal,National Assembly,NA,5,1991-01-01,1996-12-31,NA,Bicameral,Upper chamber
1995,NL,Netherlands,Senate,NA,22.7,1995-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,NG,Nigeria,Senate,NA,1.1,1992-07-01,1999-05-31,NA,Bicameral,Upper chamber
1995,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,PK,Pakistan,Senate,NA,1.1,1991-01-01,1996-12-31,NA,Bicameral,Upper chamber
1995,PW,Palau,Senate,NA,0,1992-01-01,1995-12-31,NA,Bicameral,Upper chamber
1995,PY,Paraguay,Senate,NA,11.1,1993-01-01,1998-03-31,NA,Bicameral,Upper chamber
1995,PH,Philippines,Senate,NA,16.7,1992-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,PL,Poland,Senate,NA,13,1993-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,RO,Romania,Senate,NA,2.1,1992-01-01,1995-12-31,NA,Bicameral,Upper chamber
1995,RU,Russian Federation,Council of the Federation,NA,5.1,1993-01-01,1997-11-30,NA,Bicameral,Upper chamber
1995,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,LC,Saint Lucia,Senate,NA,36.4,1992-01-01,1997-10-31,NA,Bicameral,Upper chamber
1995,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,ZA,South Africa,National Council of Provinces,NA,17.8,1994-04-01,1997-12-31,NA,Bicameral,Upper chamber
1995,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,ES,Spain,Senate,NA,12.6,1993-01-01,1995-12-31,NA,Bicameral,Upper chamber
1995,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,CH,Switzerland,Council of States,NA,17.4,1995-01-01,1998-12-31,NA,Bicameral,Upper chamber
1995,TJ,Tajikistan,National Assembly,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1995,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1995,TT,Trinidad and Tobago,Senate,NA,29,1995-12-01,2000-12-31,NA,Bicameral,Upper chamber
1995,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
1995,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
1995,GB,United Kingdom,House of Lords,NA,6.8,1995-01-01,1996-12-31,NA,Bicameral,Upper chamber
1995,US,United States of America,Senate,NA,8,1994-11-01,1996-10-31,NA,Bicameral,Upper chamber
1995,UY,Uruguay,Senate,NA,6.7,1994-11-01,1998-12-31,NA,Bicameral,Upper chamber
1995,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,ZW,Zimbabwe,Senate,NA,10,1985-01-01,2005-10-31,NA,Bicameral,Upper chamber
2000,AF,Afghanistan,House of Elders,NA,0,1988-01-01,2005-08-31,NA,Bicameral,Upper chamber
2000,DZ,Algeria,Council of the Nation,NA,5.6,1998-05-01,2003-11-30,NA,Bicameral,Upper chamber
2000,AG,Antigua and Barbuda,Senate,NA,11.8,1999-01-01,2004-02-29,NA,Bicameral,Upper chamber
2000,AR,Argentina,Senate,NA,2.8,1998-01-01,2001-09-30,NA,Bicameral,Upper chamber
2000,AU,Australia,Senate,NA,28.9,1998-01-01,2001-10-31,NA,Bicameral,Upper chamber
2000,AT,Austria,Federal Council,NA,14.3,1999-10-01,2002-11-30,NA,Bicameral,Upper chamber
2000,BS,Bahamas,Senate,NA,43.8,1998-01-01,2007-04-30,NA,Bicameral,Upper chamber
2000,BH,Bahrain,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,BB,Barbados,Senate,NA,33.3,1999-01-01,2003-04-30,NA,Bicameral,Upper chamber
2000,BY,Belarus,Council of the Republic,NA,30.6,2000-12-01,2000-12-31,NA,Bicameral,Upper chamber
2000,BE,Belgium,Senate,NA,28.2,1999-07-01,2003-04-30,NA,Bicameral,Upper chamber
2000,BZ,Belize,Senate,NA,37.5,1998-01-01,2003-02-28,NA,Bicameral,Upper chamber
2000,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,3.7,1989-01-01,2001-12-31,NA,Bicameral,Upper chamber
2000,BA,Bosnia and Herzegovina,House of Peoples,NA,0,1998-09-01,2005-12-31,NA,Bicameral,Upper chamber
2000,BR,Brazil,Federal Senate,NA,7.4,1994-01-01,2002-09-30,NA,Bicameral,Upper chamber
2000,BI,Burundi,Senate,NA,0,1965-01-01,2005-06-30,NA,Bicameral,Upper chamber
2000,KH,Cambodia,Senate,NA,13.1,1999-01-01,2005-12-31,NA,Bicameral,Upper chamber
2000,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,CA,Canada,Senate,NA,32.4,2000-01-01,2000-12-31,NA,Bicameral,Upper chamber
2000,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2000,CL,Chile,Senate,NA,4.1,1998-01-01,2005-11-30,NA,Bicameral,Upper chamber
2000,CO,Colombia,Senate,NA,12.7,1998-01-01,2002-02-28,NA,Bicameral,Upper chamber
2000,CG,Congo,Senate,NA,1.7,1993-08-01,2002-04-30,NA,Bicameral,Upper chamber
2000,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,CZ,Czechia,Senate,NA,12.3,2000-11-01,2006-10-31,NA,Bicameral,Upper chamber
2000,CD,Democratic Republic of the Congo,Senate,NA,3.3,1997-01-01,2003-07-31,NA,Bicameral,Upper chamber
2000,DO,Dominican Republic,Senate,NA,6.7,1998-01-01,2002-04-30,NA,Bicameral,Upper chamber
2000,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2000,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,SZ,Eswatini,Senate,NA,13.3,1998-10-01,2003-09-30,NA,Bicameral,Upper chamber
2000,ET,Ethiopia,House of the Federation,NA,7.1,2000-05-01,2005-04-30,NA,Bicameral,Upper chamber
2000,FR,France,Senate,NA,5.9,1998-01-01,2000-12-31,NA,Bicameral,Upper chamber
2000,GA,Gabon,Transitional Senate,NA,13.2,2000-01-01,2001-12-31,NA,Bicameral,Upper chamber
2000,DE,Germany,Federal Council,NA,18.8,1997-01-01,2008-12-31,NA,Bicameral,Upper chamber
2000,GD,Grenada,Senate,NA,7.7,1999-01-01,2003-10-31,NA,Bicameral,Upper chamber
2000,HT,Haiti,Senate,NA,25.9,2000-05-01,2006-03-31,NA,Bicameral,Upper chamber
2000,IN,India,Council of States,NA,9,2000-01-01,2001-12-31,NA,Bicameral,Upper chamber
2000,IE,Ireland,Senate,NA,18.3,2000-01-01,2002-06-30,NA,Bicameral,Upper chamber
2000,IT,Italy,Senate,NA,8,1996-01-01,2001-04-30,NA,Bicameral,Upper chamber
2000,JM,Jamaica,Senate,NA,14.3,1999-01-01,2002-09-30,NA,Bicameral,Upper chamber
2000,JP,Japan,House of Councillors,NA,17.1,1998-01-01,2000-12-31,NA,Bicameral,Upper chamber
2000,JO,Jordan,Senate,NA,7.5,1997-11-01,2003-10-31,NA,Bicameral,Upper chamber
2000,KZ,Kazakhstan,Senate,NA,12.8,1999-09-01,2002-09-30,NA,Bicameral,Upper chamber
2000,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,LS,Lesotho,Senate,NA,27.3,1998-05-01,2002-04-30,NA,Bicameral,Upper chamber
2000,LR,Liberia,The Liberian Senate,NA,19.2,1997-07-01,2005-09-30,NA,Bicameral,Upper chamber
2000,MG,Madagascar,Senate,NA,7.8,1970-09-01,2001-02-28,NA,Bicameral,Upper chamber
2000,MY,Malaysia,Senate,NA,17.4,1997-01-01,2000-12-31,NA,Bicameral,Upper chamber
2000,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2000,MX,Mexico,Senate,NA,15.6,2000-07-01,2004-12-31,NA,Bicameral,Upper chamber
2000,MA,Morocco,House of Councillors,NA,0.4,2000-09-01,2003-09-30,NA,Bicameral,Upper chamber
2000,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,NA,Namibia,National Council,NA,7.7,1998-01-01,2004-10-31,NA,Bicameral,Upper chamber
2000,NP,Nepal,National Assembly,NA,15,2000-01-01,2001-05-31,NA,Bicameral,Upper chamber
2000,NL,Netherlands,Senate,NA,28,1999-05-01,2003-05-31,NA,Bicameral,Upper chamber
2000,NG,Nigeria,Senate,NA,2.8,2000-03-01,2003-03-31,NA,Bicameral,Upper chamber
2000,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,PK,Pakistan,Senate,NA,1.1,1998-01-01,2003-01-31,NA,Bicameral,Upper chamber
2000,PW,Palau,Senate,NA,0,2000-01-01,2008-10-31,NA,Bicameral,Upper chamber
2000,PY,Paraguay,Senate,NA,12.2,2000-01-01,2003-03-31,NA,Bicameral,Upper chamber
2000,PH,Philippines,Senate,NA,17.4,1998-01-01,2000-12-31,NA,Bicameral,Upper chamber
2000,PL,Poland,Senate,NA,11,2000-01-01,2001-08-31,NA,Bicameral,Upper chamber
2000,RO,Romania,Senate,NA,7.9,2000-11-01,2004-10-31,NA,Bicameral,Upper chamber
2000,RU,Russian Federation,Council of the Federation,NA,5.1,1998-01-01,2003-11-30,NA,Bicameral,Upper chamber
2000,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,LC,Saint Lucia,Senate,NA,18.2,1997-11-01,2001-11-30,NA,Bicameral,Upper chamber
2000,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,ZA,South Africa,National Council of Provinces,NA,31.5,1999-06-01,2004-01-31,NA,Bicameral,Upper chamber
2000,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,ES,Spain,Senate,NA,22.8,2000-03-01,2000-12-31,NA,Bicameral,Upper chamber
2000,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,CH,Switzerland,Council of States,NA,19.6,1999-01-01,2003-09-30,NA,Bicameral,Upper chamber
2000,TJ,Tajikistan,National Assembly,NA,11.8,2000-02-01,2005-02-28,NA,Bicameral,Upper chamber
2000,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2000,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2000,TT,Trinidad and Tobago,Senate,NA,29,1995-12-01,2000-12-31,NA,Bicameral,Upper chamber
2000,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
2000,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
2000,GB,United Kingdom,House of Lords,NA,15.6,2000-03-01,2000-12-31,NA,Bicameral,Upper chamber
2000,US,United States of America,Senate,NA,13,2000-11-01,2004-10-31,NA,Bicameral,Upper chamber
2000,UY,Uruguay,Senate,NA,9.7,1999-01-01,2006-12-31,NA,Bicameral,Upper chamber
2000,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2000,ZW,Zimbabwe,Senate,NA,10,1985-01-01,2005-10-31,NA,Bicameral,Upper chamber
2005,AF,Afghanistan,House of Elders,NA,22.5,2005-09-01,2006-12-31,NA,Bicameral,Upper chamber
2005,DZ,Algeria,Council of the Nation,NA,19.4,2005-01-01,2006-11-30,NA,Bicameral,Upper chamber
2005,AG,Antigua and Barbuda,Senate,NA,17.6,2004-03-01,2006-12-31,NA,Bicameral,Upper chamber
2005,AR,Argentina,Senate,NA,41.7,2005-10-01,2005-12-31,NA,Bicameral,Upper chamber
2005,AU,Australia,Senate,NA,35.5,2004-10-01,2010-07-31,NA,Bicameral,Upper chamber
2005,AT,Austria,Federal Council,NA,25.8,2005-01-01,2006-09-30,NA,Bicameral,Upper chamber
2005,BS,Bahamas,Senate,NA,43.8,1998-01-01,2007-04-30,NA,Bicameral,Upper chamber
2005,BH,Bahrain,Shura Council,NA,15,2002-10-01,2005-12-31,NA,Bicameral,Upper chamber
2005,BB,Barbados,Senate,NA,23.8,2003-05-01,2008-01-31,NA,Bicameral,Upper chamber
2005,BY,Belarus,Council of the Republic,NA,31,2005-01-01,2005-12-31,NA,Bicameral,Upper chamber
2005,BE,Belgium,Senate,NA,31,2005-01-01,2007-05-31,NA,Bicameral,Upper chamber
2005,BZ,Belize,Senate,NA,23.1,2005-01-01,2008-01-31,NA,Bicameral,Upper chamber
2005,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2005,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,3.7,2005-12-01,2009-11-30,NA,Bicameral,Upper chamber
2005,BA,Bosnia and Herzegovina,House of Peoples,NA,0,1998-09-01,2005-12-31,NA,Bicameral,Upper chamber
2005,BR,Brazil,Federal Senate,NA,12.3,2002-10-01,2006-09-30,NA,Bicameral,Upper chamber
2005,BI,Burundi,Senate,NA,34.7,2005-07-01,2008-12-31,NA,Bicameral,Upper chamber
2005,KH,Cambodia,Senate,NA,13.1,1999-01-01,2005-12-31,NA,Bicameral,Upper chamber
2005,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2005,CA,Canada,Senate,NA,35.5,2005-01-01,2005-12-31,NA,Bicameral,Upper chamber
2005,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2005,CL,Chile,Senate,NA,4.2,2005-12-01,2005-12-31,NA,Bicameral,Upper chamber
2005,CO,Colombia,Senate,NA,8.8,2002-03-01,2006-02-28,NA,Bicameral,Upper chamber
2005,CG,Congo,Senate,NA,13.3,2005-10-01,2008-07-31,NA,Bicameral,Upper chamber
2005,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2005,CZ,Czechia,Senate,NA,12.3,2000-11-01,2006-10-31,NA,Bicameral,Upper chamber
2005,CD,Democratic Republic of the Congo,Senate,NA,2.5,2003-08-01,2006-12-31,NA,Bicameral,Upper chamber
2005,DO,Dominican Republic,Senate,NA,3.1,2002-05-01,2008-12-31,NA,Bicameral,Upper chamber
2005,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2005,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2005,SZ,Eswatini,Senate,NA,30,2003-10-01,2008-09-30,NA,Bicameral,Upper chamber
2005,ET,Ethiopia,House of the Federation,NA,18.8,2005-05-01,2010-04-30,NA,Bicameral,Upper chamber
2005,FR,France,Senate,NA,16.9,2004-09-01,2006-12-31,NA,Bicameral,Upper chamber
2005,GA,Gabon,Transitional Senate,NA,13.2,2004-01-01,2008-12-31,NA,Bicameral,Upper chamber
2005,DE,Germany,Federal Council,NA,18.8,1997-01-01,2008-12-31,NA,Bicameral,Upper chamber
2005,GD,Grenada,Senate,NA,30.8,2003-11-01,2013-02-28,NA,Bicameral,Upper chamber
2005,HT,Haiti,Senate,NA,25.9,2000-05-01,2006-03-31,NA,Bicameral,Upper chamber
2005,IN,India,Council of States,NA,11.4,2005-01-01,2006-06-30,NA,Bicameral,Upper chamber
2005,IE,Ireland,Senate,NA,16.7,2002-07-01,2006-12-31,NA,Bicameral,Upper chamber
2005,IT,Italy,Senate,NA,7.7,2002-01-01,2005-12-31,NA,Bicameral,Upper chamber
2005,JM,Jamaica,Senate,NA,19,2002-10-01,2006-12-31,NA,Bicameral,Upper chamber
2005,JP,Japan,House of Councillors,NA,14,2005-01-01,2005-12-31,NA,Bicameral,Upper chamber
2005,JO,Jordan,Senate,NA,10.9,2005-01-01,2005-12-31,NA,Bicameral,Upper chamber
2005,KZ,Kazakhstan,Senate,NA,5.1,2005-08-01,2006-12-31,NA,Bicameral,Upper chamber
2005,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2005,LS,Lesotho,Senate,NA,36.4,2002-05-01,2006-12-31,NA,Bicameral,Upper chamber
2005,LR,Liberia,The Liberian Senate,NA,16.7,2005-10-01,2011-09-30,NA,Bicameral,Upper chamber
2005,MG,Madagascar,Senate,NA,11.1,2003-01-01,2008-03-31,NA,Bicameral,Upper chamber
2005,MY,Malaysia,Senate,NA,25.7,2004-03-01,2006-12-31,NA,Bicameral,Upper chamber
2005,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2005,MX,Mexico,Senate,NA,21.9,2005-01-01,2006-06-30,NA,Bicameral,Upper chamber
2005,MA,Morocco,House of Councillors,NA,1.1,2003-10-01,2009-09-30,NA,Bicameral,Upper chamber
2005,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2005,NA,Namibia,National Council,NA,26.9,2004-11-01,2014-11-30,NA,Bicameral,Upper chamber
2005,NP,Nepal,National Assembly,NA,8.3,2001-06-01,2017-05-31,NA,Bicameral,Upper chamber
2005,NL,Netherlands,Senate,NA,32,2005-01-01,2007-04-30,NA,Bicameral,Upper chamber
2005,NG,Nigeria,Senate,NA,3.7,2005-01-01,2005-12-31,NA,Bicameral,Upper chamber
2005,OM,Oman,State Council,NA,15.5,2003-10-01,2007-10-31,NA,Bicameral,Upper chamber
2005,PK,Pakistan,Senate,NA,18,2003-03-01,2006-02-28,NA,Bicameral,Upper chamber
2005,PW,Palau,Senate,NA,0,2000-01-01,2008-10-31,NA,Bicameral,Upper chamber
2005,PY,Paraguay,Senate,NA,9.8,2004-01-01,2006-12-31,NA,Bicameral,Upper chamber
2005,PH,Philippines,Senate,NA,17.4,2004-01-01,2007-05-31,NA,Bicameral,Upper chamber
2005,PL,Poland,Senate,NA,13,2005-10-01,2007-09-30,NA,Bicameral,Upper chamber
2005,RO,Romania,Senate,NA,9.5,2004-12-01,2006-12-31,NA,Bicameral,Upper chamber
2005,RU,Russian Federation,Council of the Federation,NA,5.6,2003-12-01,2007-11-30,NA,Bicameral,Upper chamber
2005,RW,Rwanda,Senate,NA,23.1,2005-01-01,2011-08-31,NA,Bicameral,Upper chamber
2005,LC,Saint Lucia,Senate,NA,36.4,2001-12-01,2006-12-31,NA,Bicameral,Upper chamber
2005,SI,Slovenia,National Council,NA,7.5,2002-12-01,2007-10-31,NA,Bicameral,Upper chamber
2005,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2005,ZA,South Africa,National Council of Provinces,NA,20,2005-01-01,2006-12-31,NA,Bicameral,Upper chamber
2005,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2005,ES,Spain,Senate,NA,25.5,2005-01-01,2008-02-29,NA,Bicameral,Upper chamber
2005,SD,Sudan,Council of States,NA,4,2005-08-01,2010-04-30,NA,Bicameral,Upper chamber
2005,CH,Switzerland,Council of States,NA,23.9,2003-10-01,2007-09-30,NA,Bicameral,Upper chamber
2005,TJ,Tajikistan,National Assembly,NA,23.5,2005-03-01,2005-12-31,NA,Bicameral,Upper chamber
2005,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2005,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2005,TT,Trinidad and Tobago,Senate,NA,32.3,2001-01-01,2007-11-30,NA,Bicameral,Upper chamber
2005,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
2005,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
2005,GB,United Kingdom,House of Lords,NA,17.5,2005-01-01,2005-12-31,NA,Bicameral,Upper chamber
2005,US,United States of America,Senate,NA,14,2004-11-01,2006-10-31,NA,Bicameral,Upper chamber
2005,UY,Uruguay,Senate,NA,9.7,1999-01-01,2006-12-31,NA,Bicameral,Upper chamber
2005,UZ,Uzbekistan,Senate,NA,15,2005-01-01,2014-11-30,NA,Bicameral,Upper chamber
2005,YE,Yemen,Shura Council,NA,1.8,2001-04-01,2018-11-30,NA,Bicameral,Upper chamber
2005,ZW,Zimbabwe,Senate,NA,31.8,2005-11-01,2005-12-31,NA,Bicameral,Upper chamber
2010,AF,Afghanistan,House of Elders,NA,27.5,2010-02-01,2014-12-31,NA,Bicameral,Upper chamber
2010,DZ,Algeria,Council of the Nation,NA,5.1,2009-12-01,2011-12-31,NA,Bicameral,Upper chamber
2010,AG,Antigua and Barbuda,Senate,NA,29.4,2009-04-01,2014-05-31,NA,Bicameral,Upper chamber
2010,AR,Argentina,Senate,NA,35.2,2009-12-01,2011-09-30,NA,Bicameral,Upper chamber
2010,AU,Australia,Senate,NA,38.2,2010-08-01,2013-08-31,NA,Bicameral,Upper chamber
2010,AT,Austria,Federal Council,NA,29,2010-01-01,2014-11-30,NA,Bicameral,Upper chamber
2010,BS,Bahamas,Senate,NA,60,2010-01-01,2012-04-30,NA,Bicameral,Upper chamber
2010,BH,Bahrain,Shura Council,NA,27.5,2010-11-01,2014-11-30,NA,Bicameral,Upper chamber
2010,BB,Barbados,Senate,NA,19,2010-01-01,2013-02-28,NA,Bicameral,Upper chamber
2010,BY,Belarus,Council of the Republic,NA,33.9,2008-01-01,2012-07-31,NA,Bicameral,Upper chamber
2010,BE,Belgium,Senate,NA,38,2010-06-01,2013-12-31,NA,Bicameral,Upper chamber
2010,BZ,Belize,Senate,NA,38.5,2008-06-01,2016-11-30,NA,Bicameral,Upper chamber
2010,BT,Bhutan,National Council,NA,24,2008-01-01,2013-03-31,NA,Bicameral,Upper chamber
2010,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,47.2,2010-01-01,2012-12-31,NA,Bicameral,Upper chamber
2010,BA,Bosnia and Herzegovina,House of Peoples,NA,13.3,2007-03-01,2019-01-31,NA,Bicameral,Upper chamber
2010,BR,Brazil,Federal Senate,NA,16,2010-01-01,2014-09-30,NA,Bicameral,Upper chamber
2010,BI,Burundi,Senate,NA,46.3,2010-07-01,2015-06-30,NA,Bicameral,Upper chamber
2010,KH,Cambodia,Senate,NA,14.8,2008-01-01,2012-02-29,NA,Bicameral,Upper chamber
2010,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2010,CA,Canada,Senate,NA,35,2008-01-01,2011-05-31,NA,Bicameral,Upper chamber
2010,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2010,CL,Chile,Senate,NA,13.2,2009-12-01,2012-12-31,NA,Bicameral,Upper chamber
2010,CO,Colombia,Senate,NA,15.7,2010-03-01,2010-12-31,NA,Bicameral,Upper chamber
2010,CG,Congo,Senate,NA,12.9,2008-08-01,2011-09-30,NA,Bicameral,Upper chamber
2010,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
2010,CZ,Czechia,Senate,NA,18.5,2010-10-01,2011-12-31,NA,Bicameral,Upper chamber
2010,CD,Democratic Republic of the Congo,Senate,NA,4.6,2007-05-01,2013-12-31,NA,Bicameral,Upper chamber
2010,DO,Dominican Republic,Senate,NA,9.4,2010-05-01,2020-06-30,NA,Bicameral,Upper chamber
2010,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
2010,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
